date,country,os,browser,market_share
2025-03,Spain,Mobile,Facebook,3.803
2025-03,Spain,Mobile,Samsung Internet,2.994
2025-03,Spain,Mobile,TikTok,0.543
2025-03,Spain,Mobile,Mi Browser,0.492
2025-03,Spain,Mobile,Firefox,0.469
2025-03,Spain,Mobile,Brave,0.449
2025-03,Spain,Mobile,Edge,0.214
2025-03,Spain,Mobile,DuckDuckGo,0.188
2025-03,Spain,Mobile,Opera,0.184
2025-03,Spain,Mobile,Twitter,0.131
2025-03,Spain,Mobile,Huawei Browser,0.075
2025-03,Spain,Mobile,Aloha Browser,0.06
2025-03,Spain,Mobile,Pinterest,0.05
2025-03,Spain,Mobile,Ecosia,0.039
2025-03,Spain,Mobile,Yandex Browser,0.022
2025-03,Spain,Mobile,UC Browser,0.016
2025-03,Spain,Mobile,Oculus Browser,0.01
2025-03,Spain,Mobile,Snapchat,0.008
2025-03,Spain,Mobile,Instabridge,0.002
2025-03,Spain,Mobile,QQ Browser,0.002
2025-03,Spain,Mobile,VivoBrowser,0.002
2025-03,Spain,Mobile,HiBrowser,0.001
2025-03,Spain,Mobile,Mint Browser,0.001
2025-03,Spain,Mobile,Other,0.001
2025-03,Spain,Mobile,Whale,0.001
2025-03,Spain,Windows,Chrome,75.647
2025-03,Spain,Windows,Edge,12.796
2025-03,Spain,Windows,Firefox,7.768
2025-03,Spain,Windows,Opera,2.048
2025-03,Spain,Windows,Brave,1.32
2025-03,Spain,Windows,Avast Secure Browser,0.253
2025-03,Spain,Windows,AVG,0.066
2025-03,Spain,Windows,DuckDuckGo,0.035
2025-03,Spain,Windows,Yandex Browser,0.033
2025-03,Spain,Windows,Safari,0.011
2025-03,Spain,Windows,Sogou Explorer,0.011
2025-03,Spain,Windows,UC Browser,0.004
2025-03,Spain,Windows,Whale,0.004
2025-03,Spain,Windows,Huawei Browser,0.003
2025-03,Spain,Windows,Other,0.002
2025-03,Spain,Windows,Vivaldi,0.002
2025-03,Spain,iOS,Mobile Safari UI/WKWebView,44.347
2025-03,Spain,iOS,Safari,31.991
2025-03,Spain,iOS,Chrome,10.85
2025-03,Spain,iOS,Instagram,7.369
2025-03,Spain,iOS,Facebook,3.297
2025-03,Spain,iOS,TikTok,1.037
2025-03,Spain,iOS,Twitter,0.361
2025-03,Spain,iOS,Firefox,0.192
2025-03,Spain,iOS,Edge,0.175
2025-03,Spain,iOS,Pinterest,0.137
2025-03,Spain,iOS,DuckDuckGo,0.127
2025-03,Spain,iOS,Aloha Browser,0.041
2025-03,Spain,iOS,Ecosia,0.026
2025-03,Spain,iOS,Snapchat,0.02
2025-03,Spain,iOS,Yandex Browser,0.019
2025-03,Spain,iOS,Opera,0.005
2025-03,Spain,iOS,Brave,0.001
2025-03,Spain,iOS,KakaoTalk,0.001
2025-03,Spain,iOS,Other,0.001
2025-03,Spain,iOS,QQ Browser,0.001
2025-03,Spain,iOS,UC Browser,0.001
2025-03,Sweden,Android,Chrome,55.106
2025-03,Sweden,Android,Chrome Mobile WebView,18.386
2025-03,Sweden,Android,Samsung Internet,13.852
2025-03,Sweden,Android,Facebook,6.634
2025-03,Sweden,Android,Instagram,1.894
2025-03,Sweden,Android,Firefox,1.423
2025-03,Sweden,Android,Brave,0.733
2025-03,Sweden,Android,DuckDuckGo,0.486
2025-03,Sweden,Android,Edge,0.466
2025-03,Sweden,Android,Opera,0.309
2025-03,Sweden,Android,TikTok,0.191
2025-03,Sweden,Android,Yandex Browser,0.135
2025-03,Sweden,Android,Mi Browser,0.083
2025-03,Sweden,Android,Aloha Browser,0.081
2025-03,Sweden,Android,Ecosia,0.054
2025-03,Sweden,Android,Huawei Browser,0.053
2025-03,Sweden,Android,Oculus Browser,0.036
2025-03,Sweden,Android,Snapchat,0.026
2025-03,Sweden,Android,UC Browser,0.023
2025-03,Sweden,Android,Twitter,0.007
2025-03,Sweden,Android,Pinterest,0.006
2025-03,Sweden,Android,Instabridge,0.004
2025-03,Sweden,Android,VivoBrowser,0.003
2025-03,Sweden,Android,Other,0.002
2025-03,Sweden,Android,QQ Browser,0.002
2025-03,Sweden,Android,HiBrowser,0.001
2025-03,Sweden,Android,Whale,0.001
2025-03,Sweden,Desktop,Chrome,67.313
2025-03,Sweden,Desktop,Edge,13.607
2025-03,Sweden,Desktop,Safari,9.233
2025-03,Sweden,Desktop,Firefox,6.344
2025-03,Sweden,Desktop,Opera,1.844
2025-03,Sweden,Desktop,Brave,1.31
2025-03,Sweden,Desktop,Yandex Browser,0.12
2025-03,Sweden,Desktop,DuckDuckGo,0.091
2025-03,Sweden,Desktop,Avast Secure Browser,0.068
2025-03,Sweden,Desktop,AVG,0.059
2025-03,Sweden,Desktop,Vivaldi,0.003
2025-03,Sweden,Desktop,Whale,0.003
2025-03,Sweden,Desktop,Aloha Browser,0.002
2025-03,Sweden,Desktop,Other,0.002
2025-03,Sweden,Desktop,Mi Browser,0.001
2025-03,Sweden,MacOSX,Safari,47.652
2025-03,Sweden,MacOSX,Chrome,45.796
2025-03,Sweden,MacOSX,Firefox,4.302
2025-03,Sweden,MacOSX,Brave,1.087
2025-03,Sweden,MacOSX,Edge,0.544
2025-03,Sweden,MacOSX,Opera,0.317
2025-03,Sweden,MacOSX,DuckDuckGo,0.247
2025-03,Sweden,MacOSX,Yandex Browser,0.05
2025-03,Sweden,MacOSX,Aloha Browser,0.003
2025-03,Sweden,MacOSX,Other,0.001
2025-03,Sweden,MacOSX,Vivaldi,0.001
2025-03,Sweden,MacOSX,Whale,0.001
2025-03,Sweden,Mobile,Safari,29.242
2025-03,Sweden,Mobile,Chrome,28.136
2025-03,Sweden,Mobile,Mobile Safari UI/WKWebView,16.132
2025-03,Sweden,Mobile,Chrome Mobile WebView,7.275
2025-03,Sweden,Mobile,Facebook,7.097
2025-03,Sweden,Mobile,Samsung Internet,5.612
2025-03,Sweden,Mobile,Instagram,3.459
2025-03,Sweden,Mobile,Firefox,0.738
2025-03,Sweden,Mobile,TikTok,0.562
2025-03,Sweden,Mobile,Edge,0.402
2025-03,Sweden,Mobile,DuckDuckGo,0.345
2025-03,Sweden,Mobile,Brave,0.29
2025-03,Sweden,Mobile,Snapchat,0.16
2025-03,Sweden,Mobile,Opera,0.124
2025-03,Sweden,Mobile,Yandex Browser,0.105
2025-03,Sweden,Mobile,Twitter,0.077
2025-03,Sweden,Mobile,Pinterest,0.064
2025-03,Sweden,Mobile,Aloha Browser,0.06
2025-03,Sweden,Mobile,Ecosia,0.036
2025-03,Sweden,Mobile,Mi Browser,0.033
2025-03,Sweden,Mobile,Huawei Browser,0.021
2025-03,Sweden,Mobile,Oculus Browser,0.014
2025-03,Sweden,Mobile,UC Browser,0.01
2025-03,Sweden,Mobile,Instabridge,0.002
2025-03,Sweden,Mobile,Other,0.002
2025-03,Sweden,Mobile,QQ Browser,0.001
2025-03,Sweden,Mobile,VivoBrowser,0.001
2025-03,Sweden,Windows,Chrome,71.059
2025-03,Sweden,Windows,Edge,18.098
2025-03,Sweden,Windows,Firefox,6.702
2025-03,Sweden,Windows,Opera,2.367
2025-03,Sweden,Windows,Brave,1.382
2025-03,Sweden,Windows,Yandex Browser,0.146
2025-03,Sweden,Windows,Avast Secure Browser,0.092
2025-03,Sweden,Windows,AVG,0.079
2025-03,Sweden,Windows,DuckDuckGo,0.058
2025-03,Sweden,Windows,Safari,0.009
2025-03,Sweden,Windows,Whale,0.003
2025-03,Sweden,Windows,Vivaldi,0.002
2025-03,Sweden,Windows,Aloha Browser,0.001
2025-03,Sweden,Windows,Huawei Browser,0.001
2025-03,Sweden,Windows,Other,0.001
2025-03,Sweden,iOS,Safari,48.47
2025-03,Sweden,iOS,Mobile Safari UI/WKWebView,26.874
2025-03,Sweden,iOS,Chrome,10.339
2025-03,Sweden,iOS,Facebook,7.451
2025-03,Sweden,iOS,Instagram,4.514
2025-03,Sweden,iOS,TikTok,0.811
2025-03,Sweden,iOS,Edge,0.358
2025-03,Sweden,iOS,Firefox,0.291
2025-03,Sweden,iOS,DuckDuckGo,0.254
2025-03,Sweden,iOS,Snapchat,0.249
2025-03,Sweden,iOS,Twitter,0.124
2025-03,Sweden,iOS,Pinterest,0.103
2025-03,Sweden,iOS,Yandex Browser,0.086
2025-03,Sweden,iOS,Aloha Browser,0.046
2025-03,Sweden,iOS,Ecosia,0.024
2025-03,Sweden,iOS,Other,0.003
2025-03,Sweden,iOS,Opera,0.002
2025-03,Sweden,iOS,UC Browser,0.001
2025-03,Switzerland,Android,Chrome,57.733
2025-03,Switzerland,Android,Samsung Internet,16.456
2025-03,Switzerland,Android,Chrome Mobile WebView,13.616
2025-03,Switzerland,Android,Facebook,3.271
2025-03,Switzerland,Android,Firefox,2.559
2025-03,Switzerland,Android,Instagram,2.2
2025-03,Switzerland,Android,Brave,1.213
2025-03,Switzerland,Android,DuckDuckGo,0.808
2025-03,Switzerland,Android,Edge,0.566
2025-03,Switzerland,Android,Opera,0.461
2025-03,Switzerland,Android,Ecosia,0.287
2025-03,Switzerland,Android,TikTok,0.231
2025-03,Switzerland,Android,Huawei Browser,0.128
2025-03,Switzerland,Android,Mi Browser,0.119
2025-03,Switzerland,Android,Aloha Browser,0.086
2025-03,Switzerland,Android,UC Browser,0.077
2025-03,Switzerland,Android,Yandex Browser,0.075
2025-03,Switzerland,Android,Oculus Browser,0.032
2025-03,Switzerland,Android,Pinterest,0.022
2025-03,Switzerland,Android,Twitter,0.013
2025-03,Switzerland,Android,Snapchat,0.012
2025-03,Switzerland,Android,VivoBrowser,0.01
2025-03,Switzerland,Android,QQ Browser,0.009
2025-03,Switzerland,Android,HiBrowser,0.004
2025-03,Switzerland,Android,Instabridge,0.004
2025-03,Switzerland,Android,Avast Secure Browser,0.002
2025-03,Switzerland,Android,Other,0.002
2025-03,Switzerland,Android,Whale,0.002
2025-03,Switzerland,Android,AVG,0.001
2025-03,Switzerland,Android,Tenta Browser,0.001
2025-03,Switzerland,Desktop,Chrome,44.23
2025-03,Switzerland,Desktop,Edge,20.39
2025-03,Switzerland,Desktop,Firefox,15.636
2025-03,Switzerland,Desktop,Safari,15.069
2025-03,Switzerland,Desktop,Brave,2.295
2025-03,Switzerland,Desktop,Opera,1.882
2025-03,Switzerland,Desktop,DuckDuckGo,0.209
2025-03,Switzerland,Desktop,Avast Secure Browser,0.151
2025-03,Switzerland,Desktop,Yandex Browser,0.077
2025-03,Switzerland,Desktop,AVG,0.047
2025-03,Switzerland,Desktop,Vivaldi,0.005
2025-03,Switzerland,Desktop,Whale,0.003
2025-03,Switzerland,Desktop,Aloha Browser,0.002
2025-03,Switzerland,Desktop,Mi Browser,0.002
2025-03,Switzerland,Desktop,Huawei Browser,0.001
2025-03,Switzerland,Desktop,Other,0.001
2025-03,Switzerland,Desktop,QQ Browser,0.001
2025-03,Switzerland,Desktop,Wave Browser,0.001
2025-03,Switzerland,MacOSX,Safari,49.142
2025-03,Switzerland,MacOSX,Chrome,35.899
2025-03,Switzerland,MacOSX,Firefox,11.071
2025-03,Switzerland,MacOSX,Brave,2.192
2025-03,Switzerland,MacOSX,Edge,0.623
2025-03,Switzerland,MacOSX,Opera,0.585
2025-03,Switzerland,MacOSX,DuckDuckGo,0.455
2025-03,Switzerland,MacOSX,Yandex Browser,0.024
2025-03,Switzerland,MacOSX,Aloha Browser,0.004
2025-03,Switzerland,MacOSX,Avast Secure Browser,0.002
2025-03,Switzerland,MacOSX,Vivaldi,0.002
2025-03,Switzerland,MacOSX,Other,0.001
2025-03,Switzerland,Mobile,Safari,31.904
2025-03,Switzerland,Mobile,Chrome,28.911
2025-03,Switzerland,Mobile,Mobile Safari UI/WKWebView,14.4
2025-03,Switzerland,Mobile,Samsung Internet,7.151
2025-03,Switzerland,Mobile,Chrome Mobile WebView,5.771
2025-03,Switzerland,Mobile,Instagram,3.935
2025-03,Switzerland,Mobile,Facebook,3.374
2025-03,Switzerland,Mobile,Firefox,1.427
2025-03,Switzerland,Mobile,TikTok,0.608
2025-03,Switzerland,Mobile,DuckDuckGo,0.58
2025-03,Switzerland,Mobile,Brave,0.514
2025-03,Switzerland,Mobile,Edge,0.462
2025-03,Switzerland,Mobile,Opera,0.199
2025-03,Switzerland,Mobile,Ecosia,0.181
2025-03,Switzerland,Mobile,Pinterest,0.095
2025-03,Switzerland,Mobile,Aloha Browser,0.093
2025-03,Switzerland,Mobile,Snapchat,0.089
2025-03,Switzerland,Mobile,Twitter,0.08
2025-03,Switzerland,Mobile,Yandex Browser,0.057
2025-03,Switzerland,Mobile,Huawei Browser,0.054
2025-03,Switzerland,Mobile,Mi Browser,0.05
2025-03,Switzerland,Mobile,UC Browser,0.034
2025-03,Switzerland,Mobile,Oculus Browser,0.013
2025-03,Switzerland,Mobile,QQ Browser,0.004
2025-03,Switzerland,Mobile,VivoBrowser,0.004
2025-03,Switzerland,Mobile,Instabridge,0.002
2025-03,Switzerland,Mobile,Avast Secure Browser,0.001
2025-03,Switzerland,Mobile,HiBrowser,0.001
2025-03,Switzerland,Mobile,KakaoTalk,0.001
2025-03,Switzerland,Mobile,Other,0.001
2025-03,Switzerland,Mobile,Whale,0.001
2025-03,Switzerland,Windows,Chrome,47.488
2025-03,Switzerland,Windows,Edge,30.316
2025-03,Switzerland,Windows,Firefox,16.963
2025-03,Switzerland,Windows,Opera,2.457
2025-03,Switzerland,Windows,Brave,2.243
2025-03,Switzerland,Windows,Avast Secure Browser,0.226
2025-03,Switzerland,Windows,DuckDuckGo,0.111
2025-03,Switzerland,Windows,Yandex Browser,0.103
2025-03,Switzerland,Windows,AVG,0.071
2025-03,Switzerland,Windows,Safari,0.01
2025-03,Switzerland,Windows,Vivaldi,0.005
2025-03,Switzerland,Windows,Whale,0.004
2025-03,Switzerland,Windows,Aloha Browser,0.001
2025-03,Switzerland,Windows,Huawei Browser,0.001
2025-03,Switzerland,Windows,Other,0.001
2025-03,Switzerland,Windows,QQ Browser,0.001
2025-03,Switzerland,Windows,Sogou Explorer,0.001
2025-03,Switzerland,Windows,Wave Browser,0.001
2025-03,Switzerland,iOS,Safari,55.654
2025-03,Switzerland,iOS,Mobile Safari UI/WKWebView,25.331
2025-03,Switzerland,iOS,Chrome,7.243
2025-03,Switzerland,iOS,Instagram,5.283
2025-03,Switzerland,iOS,Facebook,3.497
2025-03,Switzerland,iOS,TikTok,0.898
2025-03,Switzerland,iOS,Firefox,0.602
2025-03,Switzerland,iOS,DuckDuckGo,0.418
2025-03,Switzerland,iOS,Edge,0.387
2025-03,Switzerland,iOS,Pinterest,0.15
2025-03,Switzerland,iOS,Snapchat,0.148
2025-03,Switzerland,iOS,Twitter,0.131
2025-03,Switzerland,iOS,Ecosia,0.104
2025-03,Switzerland,iOS,Aloha Browser,0.1
2025-03,Switzerland,iOS,Yandex Browser,0.045
2025-03,Switzerland,iOS,Opera,0.006
2025-03,Switzerland,iOS,Other,0.002
2025-03,Switzerland,iOS,UC Browser,0.002
2025-03,Switzerland,iOS,Avast Secure Browser,0.001
2025-03,Turkey,Android,Chrome,65.649
2025-03,Turkey,Android,Chrome Mobile WebView,20.137
2025-03,Turkey,Android,Instagram,4.628
2025-03,Turkey,Android,Samsung Internet,4.179
2025-03,Turkey,Android,Facebook,2.471
2025-03,Turkey,Android,Opera,0.677
2025-03,Turkey,Android,Mi Browser,0.543
2025-03,Turkey,Android,Yandex Browser,0.396
2025-03,Turkey,Android,Huawei Browser,0.367
2025-03,Turkey,Android,Brave,0.225
2025-03,Turkey,Android,Firefox,0.176
2025-03,Turkey,Android,HiBrowser,0.141
2025-03,Turkey,Android,TikTok,0.128
2025-03,Turkey,Android,Twitter,0.116
2025-03,Turkey,Android,Edge,0.071
2025-03,Turkey,Android,UC Browser,0.029
2025-03,Turkey,Android,Aloha Browser,0.026
2025-03,Turkey,Android,DuckDuckGo,0.022
2025-03,Turkey,Android,Snapchat,0.005
2025-03,Turkey,Android,Pinterest,0.004
2025-03,Turkey,Android,Oculus Browser,0.003
2025-03,Turkey,Android,Other,0.002
2025-03,Turkey,Android,Ecosia,0.001
2025-03,Turkey,Android,QQ Browser,0.001
2025-03,Turkey,Android,VivoBrowser,0.001
2025-03,Turkey,Desktop,Chrome,74.743
2025-03,Turkey,Desktop,Opera,7.301
2025-03,Turkey,Desktop,Edge,7.216
2025-03,Turkey,Desktop,Safari,4.392
2025-03,Turkey,Desktop,Firefox,3.717
2025-03,Turkey,Desktop,Brave,1.513
2025-03,Turkey,Desktop,Yandex Browser,0.982
2025-03,Turkey,Desktop,Avast Secure Browser,0.069
2025-03,Turkey,Desktop,AVG,0.017
2025-03,Turkey,Desktop,Mi Browser,0.017
2025-03,Turkey,Desktop,DuckDuckGo,0.009
2025-03,Turkey,Desktop,UC Browser,0.007
2025-03,Turkey,Desktop,Huawei Browser,0.006
2025-03,Turkey,Desktop,Whale,0.006
2025-03,Turkey,Desktop,Aloha Browser,0.003
2025-03,Turkey,Desktop,Other,0.001
2025-03,Turkey,Desktop,Vivaldi,0.001
2025-03,Turkey,MacOSX,Chrome,48.24
2025-03,Turkey,MacOSX,Safari,45.856
2025-03,Turkey,MacOSX,Opera,2.052
2025-03,Turkey,MacOSX,Firefox,1.934
2025-03,Turkey,MacOSX,Brave,1.26
2025-03,Turkey,MacOSX,Edge,0.397
2025-03,Turkey,MacOSX,Yandex Browser,0.223
2025-03,Turkey,MacOSX,DuckDuckGo,0.031
2025-03,Turkey,MacOSX,Aloha Browser,0.004
2025-03,Turkey,MacOSX,Avast Secure Browser,0.001
2025-03,Turkey,MacOSX,Other,0.001
2025-03,Turkey,MacOSX,Vivaldi,0.001
2025-03,Turkey,Mobile,Chrome,48.215
2025-03,Turkey,Mobile,Safari,15.22
2025-03,Turkey,Mobile,Chrome Mobile WebView,13.444
2025-03,Turkey,Mobile,Mobile Safari UI/WKWebView,8.754
2025-03,Turkey,Mobile,Instagram,6.769
2025-03,Turkey,Mobile,Samsung Internet,2.93
2025-03,Turkey,Mobile,Facebook,2.134
2025-03,Turkey,Mobile,Opera,0.46
2025-03,Turkey,Mobile,Mi Browser,0.363
2025-03,Turkey,Mobile,Twitter,0.354
2025-03,Turkey,Mobile,Yandex Browser,0.322
2025-03,Turkey,Mobile,Huawei Browser,0.245
2025-03,Turkey,Mobile,TikTok,0.197
2025-03,Turkey,Mobile,Brave,0.15
2025-03,Turkey,Mobile,Firefox,0.138
2025-03,Turkey,Mobile,HiBrowser,0.094
2025-03,Turkey,Mobile,Edge,0.066
2025-03,Turkey,Mobile,Pinterest,0.048
2025-03,Turkey,Mobile,Aloha Browser,0.042
2025-03,Turkey,Mobile,DuckDuckGo,0.021
2025-03,Turkey,Mobile,UC Browser,0.019
2025-03,Turkey,Mobile,Snapchat,0.008
2025-03,Turkey,Mobile,Oculus Browser,0.002
2025-03,Turkey,Mobile,Other,0.002
2025-03,Turkey,Mobile,Ecosia,0.001
2025-03,Turkey,Mobile,QQ Browser,0.001
2025-03,Turkey,Mobile,VivoBrowser,0.001
2025-03,Turkey,Windows,Chrome,77.483
2025-03,Turkey,Windows,Edge,8.162
2025-03,Turkey,Windows,Opera,7.851
2025-03,Turkey,Windows,Firefox,3.787
2025-03,Turkey,Windows,Brave,1.545
2025-03,Turkey,Windows,Yandex Browser,1.029
2025-03,Turkey,Windows,Avast Secure Browser,0.078
2025-03,Turkey,Windows,AVG,0.02
2025-03,Turkey,Windows,Safari,0.013
2025-03,Turkey,Windows,UC Browser,0.008
2025-03,Turkey,Windows,DuckDuckGo,0.007
2025-03,Turkey,Windows,Huawei Browser,0.007
2025-03,Turkey,Windows,Whale,0.007
2025-03,Turkey,Windows,Aloha Browser,0.002
2025-03,Turkey,Windows,Other,0.001
2025-03,Turkey,Windows,Vivaldi,0.001
2025-03,Turkey,iOS,Safari,45.977
2025-03,Turkey,iOS,Mobile Safari UI/WKWebView,26.493
2025-03,Turkey,iOS,Chrome,13.193
2025-03,Turkey,iOS,Instagram,11.136
2025-03,Turkey,iOS,Facebook,1.466
2025-03,Turkey,iOS,Twitter,0.837
2025-03,Turkey,iOS,TikTok,0.338
2025-03,Turkey,iOS,Yandex Browser,0.173
2025-03,Turkey,iOS,Pinterest,0.137
2025-03,Turkey,iOS,Aloha Browser,0.076
2025-03,Turkey,iOS,Firefox,0.062
2025-03,Turkey,iOS,Edge,0.051
2025-03,Turkey,iOS,Opera,0.024
2025-03,Turkey,iOS,DuckDuckGo,0.017
2025-03,Turkey,iOS,Snapchat,0.014
2025-03,Turkey,iOS,Other,0.002
2025-03,Turkey,iOS,Puffin,0.001
2025-03,United Kingdom,Android,Chrome,58.372
2025-03,United Kingdom,Android,Chrome Mobile WebView,16.801
2025-03,United Kingdom,Android,Samsung Internet,11.711
2025-03,United Kingdom,Android,Facebook,7.895
2025-03,United Kingdom,Android,Instagram,1.468
2025-03,United Kingdom,Android,Firefox,0.856
2025-03,United Kingdom,Android,DuckDuckGo,0.725
2025-03,United Kingdom,Android,Brave,0.605
2025-03,United Kingdom,Android,Edge,0.503
2025-03,United Kingdom,Android,Opera,0.249
2025-03,United Kingdom,Android,TikTok,0.209
2025-03,United Kingdom,Android,Ecosia,0.105
2025-03,United Kingdom,Android,Yandex Browser,0.103
2025-03,United Kingdom,Android,Aloha Browser,0.075
2025-03,United Kingdom,Android,UC Browser,0.075
2025-03,United Kingdom,Android,Huawei Browser,0.068
2025-03,United Kingdom,Android,Oculus Browser,0.05
2025-03,United Kingdom,Android,Mi Browser,0.045
2025-03,United Kingdom,Android,Snapchat,0.026
2025-03,United Kingdom,Android,Twitter,0.02
2025-03,United Kingdom,Android,Pinterest,0.009
2025-03,United Kingdom,Android,VivoBrowser,0.009
2025-03,United Kingdom,Android,QQ Browser,0.006
2025-03,United Kingdom,Android,HiBrowser,0.004
2025-03,United Kingdom,Android,Instabridge,0.003
2025-03,United Kingdom,Android,Whale,0.002
2025-03,United Kingdom,Android,Avast Secure Browser,0.001
2025-03,United Kingdom,Android,KakaoTalk,0.001
2025-03,United Kingdom,Android,Mint Browser,0.001
2025-03,United Kingdom,Android,Other,0.001
2025-03,United Kingdom,Desktop,Chrome,55.873
2025-03,United Kingdom,Desktop,Edge,19.271
2025-03,United Kingdom,Desktop,Safari,14.609
2025-03,United Kingdom,Desktop,Firefox,6.454
2025-03,United Kingdom,Desktop,Opera,1.998
2025-03,United Kingdom,Desktop,Brave,1.293
2025-03,United Kingdom,Desktop,DuckDuckGo,0.212
2025-03,United Kingdom,Desktop,AVG,0.105
2025-03,United Kingdom,Desktop,Avast Secure Browser,0.073
2025-03,United Kingdom,Desktop,Yandex Browser,0.063
2025-03,United Kingdom,Desktop,Wave Browser,0.033
2025-03,United Kingdom,Desktop,Whale,0.005
2025-03,United Kingdom,Desktop,Aloha Browser,0.003
2025-03,United Kingdom,Desktop,Vivaldi,0.003
2025-03,United Kingdom,Desktop,QQ Browser,0.002
2025-03,United Kingdom,Desktop,Huawei Browser,0.001
2025-03,United Kingdom,Desktop,Mi Browser,0.001
2025-03,United Kingdom,Desktop,Other,0.001
2025-03,United Kingdom,Desktop,Sogou Explorer,0.001
2025-03,United Kingdom,MacOSX,Safari,49.899
2025-03,United Kingdom,MacOSX,Chrome,44.342
2025-03,United Kingdom,MacOSX,Firefox,3.495
2025-03,United Kingdom,MacOSX,Brave,0.944
2025-03,United Kingdom,MacOSX,DuckDuckGo,0.441
2025-03,United Kingdom,MacOSX,Edge,0.439
2025-03,United Kingdom,MacOSX,Opera,0.418
2025-03,United Kingdom,MacOSX,Yandex Browser,0.012
2025-03,United Kingdom,MacOSX,Aloha Browser,0.004
2025-03,United Kingdom,MacOSX,Avast Secure Browser,0.003
2025-03,United Kingdom,MacOSX,AVG,0.001
2025-03,United Kingdom,MacOSX,Vivaldi,0.001
2025-03,United Kingdom,MacOSX,Whale,0.001
2025-03,United Kingdom,MacOSX,Other,0.0
2025-03,United Kingdom,Mobile,Chrome,27.278
2025-03,United Kingdom,Mobile,Safari,27.218
2025-03,United Kingdom,Mobile,Mobile Safari UI/WKWebView,20.111
2025-03,United Kingdom,Mobile,Facebook,8.198
2025-03,United Kingdom,Mobile,Chrome Mobile WebView,6.725
2025-03,United Kingdom,Mobile,Samsung Internet,4.747
2025-03,United Kingdom,Mobile,Instagram,3.023
2025-03,United Kingdom,Mobile,TikTok,0.482
2025-03,United Kingdom,Mobile,DuckDuckGo,0.478
2025-03,United Kingdom,Mobile,Firefox,0.433
2025-03,United Kingdom,Mobile,Edge,0.352
2025-03,United Kingdom,Mobile,Brave,0.242
2025-03,United Kingdom,Mobile,Twitter,0.151
2025-03,United Kingdom,Mobile,Snapchat,0.122
2025-03,United Kingdom,Mobile,Opera,0.101
2025-03,United Kingdom,Mobile,Ecosia,0.062
2025-03,United Kingdom,Mobile,Aloha Browser,0.061
2025-03,United Kingdom,Mobile,Yandex Browser,0.058
2025-03,United Kingdom,Mobile,Pinterest,0.05
2025-03,United Kingdom,Mobile,UC Browser,0.031
2025-03,United Kingdom,Mobile,Huawei Browser,0.027
2025-03,United Kingdom,Mobile,Oculus Browser,0.02
2025-03,United Kingdom,Mobile,Mi Browser,0.018
2025-03,United Kingdom,Mobile,VivoBrowser,0.004
2025-03,United Kingdom,Mobile,QQ Browser,0.003
2025-03,United Kingdom,Mobile,Avast Secure Browser,0.001
2025-03,United Kingdom,Mobile,HiBrowser,0.001
2025-03,United Kingdom,Mobile,Instabridge,0.001
2025-03,United Kingdom,Mobile,KakaoTalk,0.001
2025-03,United Kingdom,Mobile,Other,0.001
2025-03,United Kingdom,Mobile,Whale,0.001
2025-03,United Kingdom,Windows,Chrome,58.224
2025-03,United Kingdom,Windows,Edge,29.614
2025-03,United Kingdom,Windows,Firefox,7.28
2025-03,United Kingdom,Windows,Opera,2.821
2025-03,United Kingdom,Windows,Brave,1.481
2025-03,United Kingdom,Windows,AVG,0.162
2025-03,United Kingdom,Windows,DuckDuckGo,0.132
2025-03,United Kingdom,Windows,Avast Secure Browser,0.111
