date,country,browser,market_share
2025-01,Romania,Mi Browser,0.13
2025-01,Romania,DuckDuckGo,0.129
2025-01,Romania,Avast Secure Browser,0.065
2025-01,Romania,Yandex Browser,0.064
2025-01,Romania,Aloha Browser,0.039
2025-01,Romania,Pinterest,0.039
2025-01,Romania,UC Browser,0.022
2025-01,Romania,Twitter,0.021
2025-01,Romania,AVG,0.017
2025-01,Romania,Snapchat,0.016
2025-01,Romania,Ecosia,0.004
2025-01,Romania,Oculus Browser,0.003
2025-01,Romania,VivoBrowser,0.003
2025-01,Romania,HiBrowser,0.002
2025-01,Romania,Instabridge,0.002
2025-01,Romania,QQ Browser,0.002
2025-01,Romania,Whale,0.002
2025-01,Romania,Other,0.001
2025-01,Romania,Vivaldi,0.001
2025-01,Russian Federation,Chrome,36.48
2025-01,Russian Federation,Yandex Browser,27.745
2025-01,Russian Federation,Chrome Mobile WebView,8.969
2025-01,Russian Federation,Safari,8.927
2025-01,Russian Federation,Mobile Safari UI/WKWebView,5.231
2025-01,Russian Federation,Edge,4.141
2025-01,Russian Federation,Opera,3.617
2025-01,Russian Federation,Firefox,2.693
2025-01,Russian Federation,Samsung Internet,0.965
2025-01,Russian Federation,Mi Browser,0.503
2025-01,Russian Federation,Brave,0.231
2025-01,Russian Federation,Huawei Browser,0.211
2025-01,Russian Federation,Pinterest,0.066
2025-01,Russian Federation,Aloha Browser,0.062
2025-01,Russian Federation,DuckDuckGo,0.053
2025-01,Russian Federation,UC Browser,0.036
2025-01,Russian Federation,VivoBrowser,0.016
2025-01,Russian Federation,TikTok,0.01
2025-01,Russian Federation,Avast Secure Browser,0.009
2025-01,Russian Federation,Instagram,0.007
2025-01,Russian Federation,Facebook,0.005
2025-01,Russian Federation,Mint Browser,0.004
2025-01,Russian Federation,Oculus Browser,0.004
2025-01,Russian Federation,QQ Browser,0.004
2025-01,Russian Federation,Vivaldi,0.004
2025-01,Russian Federation,AVG,0.001
2025-01,Russian Federation,HiBrowser,0.001
2025-01,Russian Federation,Other,0.001
2025-01,Russian Federation,Twitter,0.001
2025-01,Russian Federation,Whale,0.001
2025-01,Russian Federation,WhatsApp,0.001
2025-01,Slovakia,Chrome,58.452
2025-01,Slovakia,Safari,8.836
2025-01,Slovakia,Facebook,6.559
2025-01,Slovakia,Firefox,6.439
2025-01,Slovakia,Edge,5.147
2025-01,Slovakia,Chrome Mobile WebView,4.378
2025-01,Slovakia,Mobile Safari UI/WKWebView,2.71
2025-01,Slovakia,Samsung Internet,2.656
2025-01,Slovakia,Opera,2.007
2025-01,Slovakia,Instagram,0.988
2025-01,Slovakia,Brave,0.958
2025-01,Slovakia,Mi Browser,0.167
2025-01,Slovakia,Huawei Browser,0.166
2025-01,Slovakia,Avast Secure Browser,0.111
2025-01,Slovakia,Yandex Browser,0.105
2025-01,Slovakia,DuckDuckGo,0.103
2025-01,Slovakia,TikTok,0.062
2025-01,Slovakia,AVG,0.043
2025-01,Slovakia,Pinterest,0.039
2025-01,Slovakia,Aloha Browser,0.026
2025-01,Slovakia,Twitter,0.014
2025-01,Slovakia,Snapchat,0.008
2025-01,Slovakia,UC Browser,0.007
2025-01,Slovakia,Ecosia,0.006
2025-01,Slovakia,Oculus Browser,0.004
2025-01,Slovakia,Vivaldi,0.002
2025-01,Slovakia,Whale,0.002
2025-01,Slovakia,HiBrowser,0.001
2025-01,Slovakia,Other,0.001
2025-01,Slovakia,QQ Browser,0.001
2025-01,Slovakia,VivoBrowser,0.001
2025-01,Slovenia,Chrome,58.749
2025-01,Slovenia,Safari,10.227
2025-01,Slovenia,Firefox,7.506
2025-01,Slovenia,Facebook,5.209
2025-01,Slovenia,Edge,5.12
2025-01,Slovenia,Samsung Internet,4.312
2025-01,Slovenia,Chrome Mobile WebView,2.5
2025-01,Slovenia,Mobile Safari UI/WKWebView,1.91
2025-01,Slovenia,Brave,1.428
2025-01,Slovenia,Opera,1.08
2025-01,Slovenia,Instagram,1.061
2025-01,Slovenia,Huawei Browser,0.251
2025-01,Slovenia,DuckDuckGo,0.162
2025-01,Slovenia,TikTok,0.121
2025-01,Slovenia,Avast Secure Browser,0.105
2025-01,Slovenia,Mi Browser,0.072
2025-01,Slovenia,Yandex Browser,0.04
2025-01,Slovenia,Pinterest,0.039
2025-01,Slovenia,Snapchat,0.029
2025-01,Slovenia,Aloha Browser,0.027
2025-01,Slovenia,AVG,0.021
2025-01,Slovenia,Twitter,0.017
2025-01,Slovenia,Ecosia,0.005
2025-01,Slovenia,UC Browser,0.003
2025-01,Slovenia,Oculus Browser,0.002
2025-01,Slovenia,Other,0.002
2025-01,Slovenia,QQ Browser,0.002
2025-01,Slovenia,Whale,0.001
2025-01,South Africa,Chrome,53.91
2025-01,South Africa,Chrome Mobile WebView,18.129
2025-01,South Africa,Safari,6.165
2025-01,South Africa,Edge,6.143
2025-01,South Africa,Mobile Safari UI/WKWebView,3.456
2025-01,South Africa,Facebook,2.83
2025-01,South Africa,Samsung Internet,2.659
2025-01,South Africa,Firefox,1.881
2025-01,South Africa,Huawei Browser,1.295
2025-01,South Africa,Opera,1.025
2025-01,South Africa,Brave,0.919
2025-01,South Africa,Instagram,0.823
2025-01,South Africa,UC Browser,0.207
2025-01,South Africa,TikTok,0.159
2025-01,South Africa,DuckDuckGo,0.075
2025-01,South Africa,Twitter,0.07
2025-01,South Africa,Pinterest,0.066
2025-01,South Africa,Avast Secure Browser,0.062
2025-01,South Africa,AVG,0.035
2025-01,South Africa,Aloha Browser,0.025
2025-01,South Africa,Yandex Browser,0.017
2025-01,South Africa,VivoBrowser,0.016
2025-01,South Africa,Mi Browser,0.012
2025-01,South Africa,Instabridge,0.006
2025-01,South Africa,QQ Browser,0.006
2025-01,South Africa,Ecosia,0.002
2025-01,South Africa,Mint Browser,0.002
2025-01,South Africa,Other,0.002
2025-01,South Africa,Snapchat,0.002
2025-01,South Africa,Oculus Browser,0.001
2025-01,South Africa,Whale,0.001
2025-01,Spain,Chrome,63.208
2025-01,Spain,Safari,7.55
2025-01,Spain,Mobile Safari UI/WKWebView,6.572
2025-01,Spain,Edge,5.428
2025-01,Spain,Chrome Mobile WebView,5.042
2025-01,Spain,Firefox,4.469
2025-01,Spain,Instagram,1.929
2025-01,Spain,Facebook,1.829
2025-01,Spain,Samsung Internet,1.482
2025-01,Spain,Opera,0.807
2025-01,Spain,Brave,0.771
2025-01,Spain,Mi Browser,0.246
2025-01,Spain,TikTok,0.2
2025-01,Spain,Avast Secure Browser,0.116
2025-01,Spain,DuckDuckGo,0.108
2025-01,Spain,Twitter,0.047
2025-01,Spain,Huawei Browser,0.037
2025-01,Spain,Pinterest,0.033
2025-01,Spain,AVG,0.03
2025-01,Spain,Aloha Browser,0.024
2025-01,Spain,Yandex Browser,0.023
2025-01,Spain,Ecosia,0.018
2025-01,Spain,UC Browser,0.011
2025-01,Spain,Oculus Browser,0.005
2025-01,Spain,Snapchat,0.005
2025-01,Spain,Sogou Explorer,0.002
2025-01,Spain,HiBrowser,0.001
2025-01,Spain,Mint Browser,0.001
2025-01,Spain,Other,0.001
2025-01,Spain,QQ Browser,0.001
2025-01,Spain,Vivaldi,0.001
2025-01,Spain,VivoBrowser,0.001
2025-01,Spain,Whale,0.001
2025-01,Sweden,Chrome,48.47
2025-01,Sweden,Safari,19.366
2025-01,Sweden,Mobile Safari UI/WKWebView,8.153
2025-01,Sweden,Edge,6.25
2025-01,Sweden,Chrome Mobile WebView,3.913
2025-01,Sweden,Facebook,3.629
2025-01,Sweden,Firefox,3.338
2025-01,Sweden,Samsung Internet,2.678
2025-01,Sweden,Instagram,1.803
2025-01,Sweden,Opera,0.839
2025-01,Sweden,Brave,0.684
2025-01,Sweden,DuckDuckGo,0.207
2025-01,Sweden,TikTok,0.204
2025-01,Sweden,Yandex Browser,0.13
2025-01,Sweden,Snapchat,0.084
2025-01,Sweden,Pinterest,0.071
2025-01,Sweden,Avast Secure Browser,0.033
2025-01,Sweden,AVG,0.032
2025-01,Sweden,Twitter,0.029
2025-01,Sweden,Aloha Browser,0.028
2025-01,Sweden,Mi Browser,0.018
2025-01,Sweden,Ecosia,0.013
2025-01,Sweden,Huawei Browser,0.011
2025-01,Sweden,Oculus Browser,0.008
2025-01,Sweden,UC Browser,0.005
2025-01,Sweden,Instabridge,0.001
2025-01,Sweden,Other,0.001
2025-01,Sweden,QQ Browser,0.001
2025-01,Sweden,Vivaldi,0.001
2025-01,Sweden,VivoBrowser,0.001
2025-01,Sweden,Whale,0.001
2025-01,Switzerland,Chrome,37.14
2025-01,Switzerland,Safari,23.529
2025-01,Switzerland,Edge,10.187
2025-01,Switzerland,Firefox,8.565
2025-01,Switzerland,Mobile Safari UI/WKWebView,6.501
2025-01,Switzerland,Samsung Internet,3.738
2025-01,Switzerland,Chrome Mobile WebView,2.96
2025-01,Switzerland,Instagram,2.066
2025-01,Switzerland,Facebook,1.72
2025-01,Switzerland,Brave,1.347
2025-01,Switzerland,Opera,0.995
2025-01,Switzerland,DuckDuckGo,0.401
2025-01,Switzerland,TikTok,0.249
2025-01,Switzerland,Ecosia,0.094
2025-01,Switzerland,Pinterest,0.094
2025-01,Switzerland,Avast Secure Browser,0.081
2025-01,Switzerland,Yandex Browser,0.071
2025-01,Switzerland,Snapchat,0.058
2025-01,Switzerland,Aloha Browser,0.047
2025-01,Switzerland,Huawei Browser,0.031
2025-01,Switzerland,Twitter,0.031
2025-01,Switzerland,AVG,0.028
2025-01,Switzerland,Mi Browser,0.027
2025-01,Switzerland,UC Browser,0.02
2025-01,Switzerland,Oculus Browser,0.007
2025-01,Switzerland,Vivaldi,0.003
2025-01,Switzerland,HiBrowser,0.002
2025-01,Switzerland,Other,0.002
2025-01,Switzerland,QQ Browser,0.002
2025-01,Switzerland,VivoBrowser,0.002
2025-01,Switzerland,Whale,0.002
2025-01,Switzerland,Instabridge,0.001
2025-01,Turkey,Chrome,59.285
2025-01,Turkey,Safari,12.456
2025-01,Turkey,Chrome Mobile WebView,7.757
2025-01,Turkey,Mobile Safari UI/WKWebView,4.454
2025-01,Turkey,Instagram,3.543
2025-01,Turkey,Opera,2.897
2025-01,Turkey,Edge,2.889
2025-01,Turkey,Samsung Internet,1.862
2025-01,Turkey,Firefox,1.438
2025-01,Turkey,Facebook,1.339
2025-01,Turkey,Brave,0.601
2025-01,Turkey,Yandex Browser,0.538
2025-01,Turkey,Mi Browser,0.246
2025-01,Turkey,Twitter,0.178
2025-01,Turkey,Huawei Browser,0.172
2025-01,Turkey,TikTok,0.127
2025-01,Turkey,HiBrowser,0.065
2025-01,Turkey,Pinterest,0.04
2025-01,Turkey,Avast Secure Browser,0.03
2025-01,Turkey,Aloha Browser,0.027
2025-01,Turkey,UC Browser,0.022
2025-01,Turkey,DuckDuckGo,0.016
2025-01,Turkey,AVG,0.008
2025-01,Turkey,Snapchat,0.006
2025-01,Turkey,Other,0.002
2025-01,Turkey,Ecosia,0.001
2025-01,Turkey,Oculus Browser,0.001
2025-01,Turkey,QQ Browser,0.001
2025-01,Turkey,Whale,0.001
2025-01,United Kingdom,Chrome,37.902
2025-01,United Kingdom,Safari,22.624
2025-01,United Kingdom,Mobile Safari UI/WKWebView,12.56
2025-01,United Kingdom,Edge,7.51
2025-01,United Kingdom,Facebook,5.481
2025-01,United Kingdom,Chrome Mobile WebView,3.95
2025-01,United Kingdom,Samsung Internet,3.006
2025-01,United Kingdom,Firefox,2.703
2025-01,United Kingdom,Instagram,1.821
2025-01,United Kingdom,Opera,0.713
2025-01,United Kingdom,Brave,0.579
2025-01,United Kingdom,DuckDuckGo,0.37
2025-01,United Kingdom,TikTok,0.252
2025-01,United Kingdom,Twitter,0.08
2025-01,United Kingdom,Snapchat,0.079
2025-01,United Kingdom,Pinterest,0.071
2025-01,United Kingdom,Yandex Browser,0.06
2025-01,United Kingdom,AVG,0.043
2025-01,United Kingdom,Ecosia,0.039
2025-01,United Kingdom,Aloha Browser,0.037
2025-01,United Kingdom,Avast Secure Browser,0.031
2025-01,United Kingdom,UC Browser,0.021
2025-01,United Kingdom,Huawei Browser,0.018
2025-01,United Kingdom,Mi Browser,0.013
2025-01,United Kingdom,Oculus Browser,0.013
2025-01,United Kingdom,Wave Browser,0.012
2025-01,United Kingdom,VivoBrowser,0.003
2025-01,United Kingdom,Other,0.002
2025-01,United Kingdom,QQ Browser,0.002
2025-01,United Kingdom,Whale,0.002
2025-01,United Kingdom,HiBrowser,0.001
2025-01,United Kingdom,Vivaldi,0.001
2025-01,United States,Chrome,43.006
2025-01,United States,Safari,18.822
2025-01,United States,Mobile Safari UI/WKWebView,15.161
2025-01,United States,Edge,6.843
2025-01,United States,Facebook,4.223
2025-01,United States,Firefox,3.591
2025-01,United States,Chrome Mobile WebView,3.282
2025-01,United States,Instagram,1.7
2025-01,United States,Samsung Internet,0.778
2025-01,United States,Brave,0.608
2025-01,United States,Opera,0.606
2025-01,United States,DuckDuckGo,0.434
2025-01,United States,Pinterest,0.308
2025-01,United States,TikTok,0.223
2025-01,United States,Snapchat,0.144
2025-01,United States,Twitter,0.068
2025-01,United States,Wave Browser,0.032
2025-01,United States,Yandex Browser,0.027
2025-01,United States,Aloha Browser,0.026
2025-01,United States,AVG,0.022
2025-01,United States,Avast Secure Browser,0.022
2025-01,United States,Oculus Browser,0.016
2025-01,United States,UC Browser,0.016
2025-01,United States,QQ Browser,0.008
2025-01,United States,Ecosia,0.006
2025-01,United States,Huawei Browser,0.005
2025-01,United States,Mi Browser,0.005
2025-01,United States,Puffin,0.004
2025-01,United States,VivoBrowser,0.004
2025-01,United States,Vivaldi,0.002
2025-01,United States,Whale,0.002
2025-01,United States,HiBrowser,0.001
2025-01,United States,Instabridge,0.001
2025-01,United States,KakaoTalk,0.001
2025-01,United States,Sogou Explorer,0.001
2025-01,United States,Other,0.0
